# id	disposition	subject	core functions	expression
rt_stra:329	run-op			"DEF" > "ABC"
rt_stra:330	run-op			"DEF" >= "ABC"
rt_stra:331	run-op			"ABC" == "DEFG"
rt_stra:332	unsupported:equal			"ABC" = "DEFG"
rt_stra:333	run-op			"ABC" <> "DEFG"
rt_stra:334	run-op			"ABC" < "DEFG"
rt_stra:335	run-op			"ABC" <= "DEFG"
rt_stra:336	run-op			"ABC" > "DEFG"
rt_stra:337	run-op			"ABC" >= "DEFG"
rt_stra:338	run-op			"DEFG" == "ABC"
rt_stra:339	unsupported:equal			"DEFG" = "ABC"
rt_stra:340	run-op			"DEFG" <> "ABC"
rt_stra:341	run-op			"DEFG" < "ABC"
rt_stra:342	run-op			"DEFG" <= "ABC"
rt_stra:343	run-op			"DEFG" > "ABC"
rt_stra:344	run-op			"DEFG" >= "ABC"
rt_stra:345	run-op			"ABCD" == "DEF"
rt_stra:346	unsupported:equal			"ABCD" = "DEF"
rt_stra:347	run-op			"ABCD" <> "DEF"
rt_stra:348	run-op			"ABCD" < "DEF"
rt_stra:349	run-op			"ABCD" <= "DEF"
rt_stra:350	run-op			"ABCD" > "DEF"
rt_stra:351	run-op			"ABCD" >= "DEF"
rt_stra:352	run-op			"DEF" == "ABCD"
rt_stra:353	unsupported:equal			"DEF" = "ABCD"
rt_stra:354	run-op			"DEF" <> "ABCD"
rt_stra:355	run-op			"DEF" < "ABCD"
rt_stra:356	run-op			"DEF" <= "ABCD"
rt_stra:357	run-op			"DEF" > "ABCD"
rt_stra:358	run-op			"DEF" >= "ABCD"
rt_stra:367	run-op			"ABC" == ""
rt_stra:368	unsupported:equal			"ABC" = ""
rt_stra:369	run-op			"ABC" <> ""
rt_stra:370	run-op			"ABC" < ""
rt_stra:371	run-op			"ABC" <= ""
rt_stra:372	run-op			"ABC" > ""
rt_stra:373	run-op			"ABC" >= ""
rt_stra:374	run-op			"" == "ABC"
rt_stra:375	unsupported:equal			"" = "ABC"
rt_stra:376	run-op			"" <> "ABC"
rt_stra:377	run-op			"" < "ABC"
rt_stra:378	run-op			"" <= "ABC"
rt_stra:379	run-op			"" > "ABC"
rt_stra:380	run-op			"" >= "ABC"
rt_stra:381	run-op			"ABC" == " "
rt_stra:382	unsupported:equal			"ABC" = " "
rt_stra:383	run-op			"ABC" <> " "
rt_stra:384	run-op			"ABC" < " "
rt_stra:385	run-op			"ABC" <= " "
rt_stra:386	run-op			"ABC" > " "
rt_stra:387	run-op			"ABC" >= " "
rt_stra:388	run-op			" " == "ABC"
rt_stra:389	unsupported:equal			" " = "ABC"
rt_stra:390	run-op			" " <> "ABC"
rt_stra:391	run-op			" " < "ABC"
rt_stra:392	run-op			" " <= "ABC"
rt_stra:393	run-op			" " > "ABC"
rt_stra:394	run-op			" " >= "ABC"
rt_stra:395	run-op			"ABC" == "ABC"
rt_stra:396	unsupported:equal			"ABC" = "ABC"
rt_stra:397	run-op			"ABC" <> "ABC"
rt_stra:398	run-op			"ABC" < "ABC"
rt_stra:399	run-op			"ABC" <= "ABC"
rt_stra:400	run-op			"ABC" > "ABC"
rt_stra:401	run-op			"ABC" >= "ABC"
rt_stra:402	run-op			"ABC" == "ABCD"
rt_stra:403	unsupported:equal			"ABC" = "ABCD"
rt_stra:404	run-op			"ABC" <> "ABCD"
rt_stra:405	run-op			"ABC" < "ABCD"
rt_stra:406	run-op			"ABC" <= "ABCD"
rt_stra:407	run-op			"ABC" > "ABCD"
rt_stra:408	run-op			"ABC" >= "ABCD"
rt_stra:409	run-op			"ABCD" == "ABC"
rt_stra:410	unsupported:equal			"ABCD" = "ABC"
rt_stra:411	run-op			"ABCD" <> "ABC"
rt_stra:412	run-op			"ABCD" < "ABC"
rt_stra:413	run-op			"ABCD" <= "ABC"
rt_stra:414	run-op			"ABCD" > "ABC"
rt_stra:415	run-op			"ABCD" >= "ABC"
rt_stra:416	run-op			"ABC" == "ABC "
rt_stra:417	unsupported:equal			"ABC" = "ABC "
rt_stra:418	run-op			"ABC" <> "ABC "
rt_stra:419	run-op			"ABC" < "ABC "
rt_stra:420	run-op			"ABC" <= "ABC "
rt_stra:421	run-op			"ABC" > "ABC "
rt_stra:422	run-op			"ABC" >= "ABC "
rt_stra:423	run-op			"ABC " == "ABC"
rt_stra:424	unsupported:equal			"ABC " = "ABC"
rt_stra:425	run-op			"ABC " <> "ABC"
rt_stra:426	run-op			"ABC " < "ABC"
rt_stra:427	run-op			"ABC " <= "ABC"
rt_stra:428	run-op			"ABC " > "ABC"
rt_stra:429	run-op			"ABC " >= "ABC"
rt_stra:430	run-op			"ABC" == "DEF"
rt_stra:431	unsupported:equal			"ABC" = "DEF"
rt_stra:432	run-op			"ABC" <> "DEF"
rt_stra:433	run-op			"ABC" < "DEF"
rt_stra:434	run-op			"ABC" <= "DEF"
rt_stra:435	run-op			"ABC" > "DEF"
rt_stra:436	run-op			"ABC" >= "DEF"
rt_stra:437	run-op			"DEF" == "ABC"
rt_stra:438	unsupported:equal			"DEF" = "ABC"
rt_stra:439	run-op			"DEF" <> "ABC"
rt_stra:440	run-op			"DEF" < "ABC"
rt_stra:441	run-op			"DEF" <= "ABC"
rt_stra:442	run-op			"DEF" > "ABC"
rt_stra:443	run-op			"DEF" >= "ABC"
rt_stra:444	run-op			"ABC" == "DEFG"
rt_stra:445	unsupported:equal			"ABC" = "DEFG"
rt_stra:446	run-op			"ABC" <> "DEFG"
rt_stra:447	run-op			"ABC" < "DEFG"
rt_stra:448	run-op			"ABC" <= "DEFG"
rt_stra:449	run-op			"ABC" > "DEFG"
rt_stra:450	run-op			"ABC" >= "DEFG"
rt_stra:451	run-op			"DEFG" == "ABC"
rt_stra:452	unsupported:equal			"DEFG" = "ABC"
rt_stra:453	run-op			"DEFG" <> "ABC"
rt_stra:454	run-op			"DEFG" < "ABC"
rt_stra:455	run-op			"DEFG" <= "ABC"
rt_stra:456	run-op			"DEFG" > "ABC"
rt_stra:457	run-op			"DEFG" >= "ABC"
rt_stra:458	run-op			"ABCD" == "DEF"
rt_stra:459	unsupported:equal			"ABCD" = "DEF"
rt_stra:460	run-op			"ABCD" <> "DEF"
rt_stra:461	run-op			"ABCD" < "DEF"
rt_stra:462	run-op			"ABCD" <= "DEF"
rt_stra:463	run-op			"ABCD" > "DEF"
rt_stra:464	run-op			"ABCD" >= "DEF"
rt_stra:465	run-op			"DEF" == "ABCD"
rt_stra:466	unsupported:equal			"DEF" = "ABCD"
rt_stra:467	run-op			"DEF" <> "ABCD"
rt_stra:468	run-op			"DEF" < "ABCD"
rt_stra:469	run-op			"DEF" <= "ABCD"
rt_stra:470	run-op			"DEF" > "ABCD"
rt_stra:471	run-op			"DEF" >= "ABCD"
rt_stra:481	out-of-scope	HB_VALTOSTR	HB_VALTOSTR	hb_ValToStr( 4 )
rt_stra:482	out-of-scope	HB_VALTOSTR	HB_VALTOSTR	hb_ValToStr( 4.0 / 2 )
rt_stra:483	out-of-scope	HB_VALTOSTR	HB_VALTOSTR	hb_ValToStr( "String" )
rt_stra:484	out-of-scope	HB_VALTOSTR	HB_STOD,HB_VALTOSTR	hb_ValToStr( hb_SToD( "20010101" ) )
rt_stra:485	out-of-scope	HB_VALTOSTR	HB_VALTOSTR	hb_ValToStr( NIL )
rt_stra:486	out-of-scope	HB_VALTOSTR	HB_VALTOSTR	hb_ValToStr( .F. )
rt_stra:487	out-of-scope	HB_VALTOSTR	HB_VALTOSTR	hb_ValToStr( .T. )
rt_stra:489	quarantine:strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink()
rt_stra:490	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( NIL )
rt_stra:491	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "" )
rt_stra:492	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "", -1 )
rt_stra:493	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "", 0 )
rt_stra:494	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "", 1 )
rt_stra:495	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "", 10 )
rt_stra:496	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "a" )
rt_stra:497	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "a", -1 )
rt_stra:498	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "a", 0 )
rt_stra:499	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "a", 1 )
rt_stra:500	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "a", 10 )
rt_stra:501	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab" )
rt_stra:502	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab", -1 )
rt_stra:503	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab", 0 )
rt_stra:504	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab", 1 )
rt_stra:505	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab", 10 )
rt_stra:506	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab" )
rt_stra:507	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab", -2 )
rt_stra:508	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "ab", 2 )
rt_stra:509	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello" )
rt_stra:510	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", -1 )
rt_stra:511	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 0 )
rt_stra:512	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 1 )
rt_stra:513	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 2 )
rt_stra:514	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 3 )
rt_stra:515	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 4 )
rt_stra:516	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 5 )
rt_stra:517	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 6 )
rt_stra:518	run-fn	HB_STRSHRINK	HB_STRSHRINK	hb_StrShrink( "hello", 7 )
rt_stra:526	run-fn	RIGHT	RIGHT,SPACE	Right( Space( 64 * 1024 - 5 ) + "12345 7890", 10                      )
rt_stra:527	run-fn	LEN	LEN,SPACE	Len( Space( 81910 ) + "1234567890"                                    )
rt_stra:528	quarantine:string minus: C# has no - for strings (CS0019); EasiPOS never subtracts a string, and RTrim( a ) + b + Space( Len( a ) - Len( RTrim( a ) ) ) spells it out where needed	SPACE	SPACE	( "1234567890" + Space( 810910 ) ) - ( "1234567890" + Space( 810910 ) )
rt_trans:61	rte	TRANSFORM	TRANSFORM	Transform( NIL       , NIL        )
rt_trans:62	rte	TRANSFORM	TRANSFORM	Transform( NIL       , ""         )
rt_trans:63	rte	TRANSFORM	TRANSFORM	Transform( NIL       , "@"        )
rt_trans:64	rte	TRANSFORM	TRANSFORM	Transform( {}        , NIL        )
rt_trans:65	rte	TRANSFORM	TRANSFORM	Transform( {}        , ""         )
rt_trans:66	rte	TRANSFORM	TRANSFORM	Transform( {}        , "@"        )
rt_trans:67	rte	TRANSFORM	ERRORNEW,TRANSFORM	Transform( ErrorNew(), NIL        )
rt_trans:68	rte	TRANSFORM	ERRORNEW,TRANSFORM	Transform( ErrorNew(), ""         )
rt_trans:69	rte	TRANSFORM	ERRORNEW,TRANSFORM	Transform( ErrorNew(), "@"        )
rt_trans:70	rte	TRANSFORM	TRANSFORM	Transform( {|| NIL } , NIL        )
rt_trans:71	rte	TRANSFORM	TRANSFORM	Transform( {|| NIL } , ""         )
rt_trans:72	rte	TRANSFORM	TRANSFORM	Transform( {|| NIL } , "@"        )
rt_trans:74	run-fn	TRANSFORM	TRANSFORM	Transform( "", "" )
rt_trans:75	run-fn	TRANSFORM	TRANSFORM	Transform( "", "@" )
rt_trans:77	run-fn	TRANSFORM	TRANSFORM	Transform( "", NIL )
rt_trans:79	rte	TRANSFORM	TRANSFORM	Transform( "", 100 )
rt_trans:80	run-fn	TRANSFORM	TRANSFORM	Transform( "hello", "" )
rt_trans:81	run-fn	TRANSFORM	TRANSFORM	Transform( "hello", "@" )
rt_trans:83	run-fn	TRANSFORM	TRANSFORM	Transform( "hello", NIL )
rt_trans:85	rte	TRANSFORM	TRANSFORM	Transform( "hello", 100 )
rt_trans:86	run-fn	TRANSFORM	TRANSFORM	Transform( 100.2, "" )
rt_trans:87	run-fn	TRANSFORM	TRANSFORM	Transform( 100.2, "@" )
rt_trans:89	run-fn	TRANSFORM	TRANSFORM	Transform( 100.2, NIL )
rt_trans:91	rte	TRANSFORM	TRANSFORM	Transform( 100.2, 100 )
rt_trans:92	run-fn	TRANSFORM	TRANSFORM	Transform( 100.20, "" )
rt_trans:93	run-fn	TRANSFORM	TRANSFORM	Transform( 100.20, "@" )
rt_trans:95	run-fn	TRANSFORM	TRANSFORM	Transform( 100.20, NIL )
rt_trans:97	rte	TRANSFORM	TRANSFORM	Transform( 100.20, 100 )
rt_trans:98	divergent:Transform( n, "" ) width: a Val() result gets the default width, not its own	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.2" ), "" )
rt_trans:99	divergent:Transform( n, "" ) width: a Val() result gets the default width, not its own	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.2" ), "@" )
rt_trans:101	divergent:Transform( n, "" ) width: a Val() result gets the default width, not its own	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.2" ), NIL )
rt_trans:103	rte	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.2" ), 100 )
rt_trans:104	divergent:Transform( n, "" ) width: a Val() result gets the default width, not its own	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.20" ), "" )
rt_trans:107	divergent:Transform( n, "" ) width: a Val() result gets the default width, not its own	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.20" ), NIL )
rt_trans:109	rte	TRANSFORM	TRANSFORM,VAL	Transform( Val( "100.20" ), 100 )
rt_trans:110	run-fn	TRANSFORM	TRANSFORM	Transform( sdDate, "" )
rt_trans:111	run-fn	TRANSFORM	TRANSFORM	Transform( sdDate, "@" )
rt_trans:113	run-fn	TRANSFORM	TRANSFORM	Transform( sdDate, NIL )
rt_trans:115	rte	TRANSFORM	TRANSFORM	Transform( sdDate, 100 )
rt_trans:116	run-fn	TRANSFORM	TRANSFORM	Transform( .T., "" )
rt_trans:117	run-fn	TRANSFORM	TRANSFORM	Transform( .T., "@" )
rt_trans:119	run-fn	TRANSFORM	TRANSFORM	Transform( .F., NIL )
rt_trans:121	rte	TRANSFORM	TRANSFORM	Transform( .F., 100 )
rt_trans:123	run-fn	TRANSFORM	TRANSFORM	Transform( scStringM, "!!!!!"    )
rt_trans:124	run-fn	TRANSFORM	TRANSFORM	Transform( scStringM, "@!"       )
rt_trans:126	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	TRANSFORM	TRANSFORM	Transform( @scStringM, "!!!!!"    )
rt_trans:127	quarantine:@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it	TRANSFORM	TRANSFORM	Transform( @scStringM, "@!"       )
rt_trans:129	run-fn	TRANSFORM	TRANSFORM	Transform( scStringM, "" )
rt_trans:131	run-fn	TRANSFORM	TRANSFORM	Transform( scStringM, NIL )
rt_trans:133	rte	TRANSFORM	TRANSFORM	Transform( scStringM, 100 )
rt_trans:135	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdef", "@! !lkm!" )
rt_trans:136	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyz", "@! 1234567890" )
rt_trans:137	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyzabcdefg", "@! abcdefghijklmnopqrstuvwxyzabcdefg" )
rt_trans:138	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyz", "@! `~!@#$% ^&*()_+-={}\|;':" )
rt_trans:139	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyz", "@! ,./<>?" )
rt_trans:140	run-fn	TRANSFORM	TRANSFORM	Transform( "hello", " @!" )
rt_trans:142	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdef", "@R! !lkm!" )
rt_trans:143	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyz", "@R! 1234567890" )
rt_trans:144	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyzabcdefg", "@R! abcdefghijklmnopqrstuvwxyzabcdefg" )
rt_trans:145	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyz", "@R! `~!@#$% ^&*()_+-={}\|;':" )
rt_trans:146	run-fn	TRANSFORM	TRANSFORM	Transform( "abcdefghijklmnopqrstuvwxyz", "@R! ,./<>?" )
rt_trans:147	run-fn	TRANSFORM	TRANSFORM	Transform( "hello", " @R!" )
rt_trans:149	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@R !!!!" )
rt_trans:150	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@R XXXX" )
rt_trans:151	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@R !!" )
rt_trans:152	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@R XX" )
rt_trans:153	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@!R !!!!" )
rt_trans:154	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@!R XXXX" )
rt_trans:155	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@!R !!" )
rt_trans:156	run-fn	TRANSFORM	TRANSFORM	Transform( "abc", "@!R XX" )
rt_trans:158	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "!!!!!"    )
rt_trans:159	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "!!A!!"    )
rt_trans:160	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "!!A9!"    )
rt_trans:161	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "!QA9!"    )
rt_trans:162	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "ZQA9!"    )
rt_trans:163	run-fn	TRANSFORM	TRANSFORM	Transform( "Hall"    , "ZQA9!"    )
rt_trans:164	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "!AAA"     )
rt_trans:165	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "@!"       )
rt_trans:166	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "@! AA"    )
rt_trans:167	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "@R"       )
rt_trans:168	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "@Z"       )
rt_trans:169	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", "@R !!"    )
rt_trans:170	run-fn	TRANSFORM	TRANSFORM	Transform( "Hi"      , "@R !!!"   )
rt_trans:171	run-fn	TRANSFORM	TRANSFORM	Transform( "Hallo   ", ""         )
rt_trans:173	run-fn	TRANSFORM	TRANSFORM	Transform( .T.       , ""         )
rt_trans:174	run-fn	TRANSFORM	TRANSFORM	Transform( .F.       , ""         )
rt_trans:175	run-fn	TRANSFORM	TRANSFORM	Transform( .T.       , "L"        )
rt_trans:176	run-fn	TRANSFORM	TRANSFORM	Transform( .F.       , "L"        )
rt_trans:177	run-fn	TRANSFORM	TRANSFORM	Transform( .T.       , "Y"        )
rt_trans:178	run-fn	TRANSFORM	TRANSFORM	Transform( .F.       , "Y"        )
rt_trans:179	run-fn	TRANSFORM	TRANSFORM	Transform( .T.       , "X"        )
rt_trans:180	run-fn	TRANSFORM	TRANSFORM	Transform( .F.       , "#"        )
rt_trans:181	run-fn	TRANSFORM	TRANSFORM	Transform( .T.       , "X!"       )
rt_trans:182	run-fn	TRANSFORM	TRANSFORM	Transform( .F.       , "@R Y"     )
rt_trans:183	run-fn	TRANSFORM	TRANSFORM	Transform( .T.       , "@R X!"    )
rt_trans:185	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "20000101" ) , "@B"         )
rt_trans:186	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901214" ) , "99/99/9999" )
rt_trans:187	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901202" ) , "99.99.9999" )
rt_trans:188	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "" )         , "99/99/9999" )
rt_trans:189	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901202" ) , "99/99/99"   )
rt_trans:190	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901214" ) , "99-99-99"   )
rt_trans:191	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "20040430" ) , "99.99.99"   )
rt_trans:192	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "" )         , "99/99/99"   )
rt_trans:193	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920101" ) , "THISWRNG"   )
rt_trans:194	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19350605" ) , "999/99/9"   )
rt_trans:195	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19101112" ) , "9#-9#/##"   )
rt_trans:196	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920101" ) , ""           )
rt_trans:197	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920101" ) , "DO THIS "   )
rt_trans:198	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920102" ) , "@E"         )
rt_trans:199	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@D 9999"    )
rt_trans:200	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@BD 9999"   )
rt_trans:202	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@D 9999"    )
rt_trans:203	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@BD 9999"   )
rt_trans:208	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "20000101" ) , "@B"         )
rt_trans:209	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901214" ) , "99/99/9999" )
rt_trans:210	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901202" ) , "99.99.9999" )
rt_trans:211	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "" )         , "99/99/9999" )
rt_trans:212	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901202" ) , "99/99/99"   )
rt_trans:213	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19901214" ) , "99-99-99"   )
rt_trans:214	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "20040430" ) , "99.99.99"   )
rt_trans:215	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "" )         , "99/99/99"   )
rt_trans:216	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920101" ) , "THISWRNG"   )
rt_trans:217	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19350605" ) , "999/99/9"   )
rt_trans:218	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19101112" ) , "9#-9#/##"   )
rt_trans:219	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920101" ) , ""           )
rt_trans:220	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920101" ) , "DO THIS "   )
rt_trans:221	run-fn	TRANSFORM	HB_STOD,TRANSFORM	Transform( hb_SToD( "19920102" ) , "@E"         )
rt_trans:222	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@D 9999"    )
rt_trans:223	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@BD 9999"   )
rt_trans:225	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@D 9999"    )
rt_trans:226	run-fn	TRANSFORM	TRANSFORM	Transform( 1234                  , "@BD 9999"   )
rt_trans:231	run-fn	TRANSFORM	TRANSFORM	Transform( 1         , "@b"           )
rt_trans:232	run-fn	TRANSFORM	TRANSFORM	Transform( 1         , "@B"           )
rt_trans:233	run-fn	TRANSFORM	TRANSFORM	Transform( 1.0       , "@B"           )
rt_trans:234	run-fn	TRANSFORM	TRANSFORM	Transform( 15        , "9999"         )
rt_trans:235	run-fn	TRANSFORM	TRANSFORM	Transform( 1.5       , "99.99"        )
rt_trans:236	run-fn	TRANSFORM	TRANSFORM	Transform( 1.5       , "9999"         )
rt_trans:237	run-fn	TRANSFORM	TRANSFORM	Transform( 15        , "####"         )
rt_trans:238	run-fn	TRANSFORM	TRANSFORM	Transform( 1.5       , "##.##"        )
rt_trans:239	run-fn	TRANSFORM	TRANSFORM	Transform( 1.5       , "####"         )
rt_trans:240	run-fn	TRANSFORM	TRANSFORM	Transform( 15        , " AX##"        )
rt_trans:241	run-fn	TRANSFORM	TRANSFORM	Transform( 1.5       , "!9XPA.9"      )
rt_trans:242	run-fn	TRANSFORM	TRANSFORM	Transform( -15       , "9999"         )
rt_trans:243	run-fn	TRANSFORM	TRANSFORM	Transform( -1.5      , "99.99"        )
rt_trans:244	run-fn	TRANSFORM	TRANSFORM	Transform( -15       , "$999"         )
rt_trans:245	run-fn	TRANSFORM	TRANSFORM	Transform( -1.5      , "*9.99"        )
rt_trans:246	run-fn	TRANSFORM	TRANSFORM	Transform( 41        , "$$$9"         )
rt_trans:247	run-fn	TRANSFORM	TRANSFORM	Transform( 41        , "***9"         )
rt_trans:248	run-fn	TRANSFORM	TRANSFORM	Transform( 15000     , "9999"         )
rt_trans:249	run-fn	TRANSFORM	TRANSFORM	Transform( 15000     , "99,999"       )
rt_trans:250	run-fn	TRANSFORM	TRANSFORM	Transform( 1500      , "99,999"       )
rt_trans:251	run-fn	TRANSFORM	TRANSFORM	Transform( 150       , "99,999"       )
rt_trans:252	run-fn	TRANSFORM	TRANSFORM	Transform( 150       , "99,99"        )
rt_trans:253	run-fn	TRANSFORM	TRANSFORM	Transform( 41        , "@Z 9999"      )
rt_trans:254	run-fn	TRANSFORM	TRANSFORM	Transform( 0         , "@Z 9999"      )
rt_trans:256	run-fn	TRANSFORM	TRANSFORM	Transform( 41        , "@0 9999"      )
rt_trans:257	run-fn	TRANSFORM	TRANSFORM	Transform( 0         , "@0 9999"      )
rt_trans:259	run-fn	TRANSFORM	TRANSFORM	Transform( 41        , "@B 9999"      )
rt_trans:260	run-fn	TRANSFORM	TRANSFORM	Transform( 41        , "@B 99.9"      )
rt_trans:261	run-fn	TRANSFORM	TRANSFORM	Transform( 7         , "@B 99.9"      )
rt_trans:262	run-fn	TRANSFORM	TRANSFORM	Transform( 7         , "@C 99.9"      )
rt_trans:263	run-fn	TRANSFORM	TRANSFORM	Transform( -7        , "@C 99.9"      )
